,OWNER_MEANING,SPGRP_NAME,REMCLASSCD_MEANING,SOURCECD_MEANING,PRODCD_MEANING,MCFVOL,RPA_STD_AMOUNT,RPA_STD_AMOUNT_UOM_MEANING,SAWREMVOL,GREEN_TONS
587,Other Public,Longleaf-Slash pine,Roundwood product,Sawtimber growing stock,Veneer logs,6.329746206,37.45411956,Thousand board feet (MBF) - International 1/4-inch rule,,218.8256935
588,Other Public,Longleaf-Slash pine,Roundwood product,Sawtimber growing stock,Pulpwood,61.12151974,808.0844013,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,2181.827883
589,Other Public,Longleaf-Slash pine,Roundwood product,Sawtimber growing stock,Composite panel,6.054376355,77.91990161,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,210.3837344
590,Other Public,Longleaf-Slash pine,Roundwood product,Sawtimber growing stock,Bioenergy/Fuelwood,3.840617681,49.8781517,Thousand cubic feet (M cu. ft.),,134.6710096
591,Other Public,Longleaf-Slash pine,Roundwood product,Sawtimber growing stock,Miscellaneous,0.441913807,0.441913807,Thousand cubic feet (M cu. ft.),,15.46698323
592,Other Public,Longleaf-Slash pine,Roundwood product,Sawtimber growing stock,"Poles, Posts, Pilings",4.555274194,4.555274194,Thousand cubic feet (M cu. ft.),,136.6464842
593,Other Public,Longleaf-Slash pine,Roundwood product,Poletimber growing stock,Saw logs,5.211675544,31.0165792,Thousand board feet (MBF) - International 1/4-inch rule,,181.3177086
594,Other Public,Longleaf-Slash pine,Roundwood product,Poletimber growing stock,Veneer logs,0.032701799,0.193501772,Thousand board feet (MBF) - International 1/4-inch rule,,1.130534104
595,Other Public,Longleaf-Slash pine,Roundwood product,Poletimber growing stock,Pulpwood,80.65432839,1066.326638,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,2879.081923
596,Other Public,Longleaf-Slash pine,Roundwood product,Poletimber growing stock,Composite panel,24.88536541,320.2749731,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,864.7424273
597,Other Public,Longleaf-Slash pine,Roundwood product,Poletimber growing stock,Bioenergy/Fuelwood,3.195883007,41.50497412,Thousand cubic feet (M cu. ft.),,112.0634301
598,Other Public,Longleaf-Slash pine,Roundwood product,Poletimber growing stock,Miscellaneous,0.511716534,0.511716534,Thousand cubic feet (M cu. ft.),,17.91007868
599,Other Public,Longleaf-Slash pine,Roundwood product,Poletimber growing stock,"Poles, Posts, Pilings",5.293001477,5.293001477,Thousand cubic feet (M cu. ft.),,158.776324
600,Other Public,Longleaf-Slash pine,Roundwood product,Nongrowing-stock,Saw logs,9.970249175,59.3365839,Thousand board feet (MBF) - International 1/4-inch rule,,346.871696
601,Other Public,Longleaf-Slash pine,Roundwood product,Nongrowing-stock,Veneer logs,0.130031522,0.769417289,Thousand board feet (MBF) - International 1/4-inch rule,,4.495320511
602,Other Public,Longleaf-Slash pine,Roundwood product,Nongrowing-stock,Pulpwood,12.47232274,164.8959236,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,445.2189939
603,Other Public,Longleaf-Slash pine,Roundwood product,Nongrowing-stock,Composite panel,3.806727963,48.99263787,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,132.2801222
604,Other Public,Longleaf-Slash pine,Roundwood product,Nongrowing-stock,Bioenergy/Fuelwood,11.50517884,149.4179071,Thousand cubic feet (M cu. ft.),,403.4283491
605,Other Public,Longleaf-Slash pine,Roundwood product,Nongrowing-stock,Miscellaneous,0.011596333,0.011596333,Thousand cubic feet (M cu. ft.),,0.405871664
606,Other Public,Longleaf-Slash pine,Roundwood product,Nongrowing-stock,"Poles, Posts, Pilings",0.105986247,0.105986247,Thousand cubic feet (M cu. ft.),,3.179371672
607,Other Public,Longleaf-Slash pine,Logging residues,Sawtimber growing stock,Not Used,132.590518,132.590518,Thousand cubic feet (M cu. ft.),3004.440786,4640.668131
608,Other Public,Longleaf-Slash pine,Logging residues,Poletimber growing stock,Not Used,88.42641545,88.42641545,Thousand cubic feet (M cu. ft.),3004.440786,3094.924541
609,Other Public,Longleaf-Slash pine,Logging residues,Nongrowing-stock,Not Used,459.9586982,459.9586982,Thousand cubic feet (M cu. ft.),3004.440786,16098.55444
610,Other Public,Other pines,Roundwood product,Sawtimber growing stock,Saw logs,7.450482017,44.33571766,Thousand board feet (MBF) - International 1/4-inch rule,,259.1701756
611,Other Public,Other pines,Roundwood product,Sawtimber growing stock,Veneer logs,0.123520837,0.730892529,Thousand board feet (MBF) - International 1/4-inch rule,,4.270239602
612,Other Public,Other pines,Roundwood product,Sawtimber growing stock,Pulpwood,1.280071368,16.94627091,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,45.75493145
613,Other Public,Other pines,Roundwood product,Sawtimber growing stock,Composite panel,0.114503362,1.473659744,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,3.978881309
614,Other Public,Other pines,Roundwood product,Sawtimber growing stock,Bioenergy/Fuelwood,0.09262937,1.202978835,Thousand cubic feet (M cu. ft.),,3.248042856
615,Other Public,Other pines,Roundwood product,Sawtimber growing stock,Miscellaneous,0.009099113,0.009099113,Thousand cubic feet (M cu. ft.),,0.318468941
616,Other Public,Other pines,Roundwood product,Sawtimber growing stock,"Poles, Posts, Pilings",0.080560327,0.080560327,Thousand cubic feet (M cu. ft.),,2.41660358
617,Other Public,Other pines,Roundwood product,Poletimber growing stock,Saw logs,0.097707924,0.581432304,Thousand board feet (MBF) - International 1/4-inch rule,,3.398837785
618,Other Public,Other pines,Roundwood product,Poletimber growing stock,Veneer logs,0.000638154,0.00377606,Thousand board feet (MBF) - International 1/4-inch rule,,0.02206163
619,Other Public,Other pines,Roundwood product,Poletimber growing stock,Pulpwood,1.68914806,22.36184743,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,60.37698805
620,Other Public,Other pines,Roundwood product,Poletimber growing stock,Composite panel,0.470644347,6.057198805,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,16.35443677
621,Other Public,Other pines,Roundwood product,Poletimber growing stock,Bioenergy/Fuelwood,0.077079432,1.001031589,Thousand cubic feet (M cu. ft.),,2.702785289
622,Other Public,Other pines,Roundwood product,Poletimber growing stock,Miscellaneous,0.010536368,0.010536368,Thousand cubic feet (M cu. ft.),,0.36877287
623,Other Public,Other pines,Roundwood product,Poletimber growing stock,"Poles, Posts, Pilings",0.093604888,0.093604888,Thousand cubic feet (M cu. ft.),,2.807905651
624,Other Public,Other pines,Roundwood product,Nongrowing-stock,Saw logs,0.186921143,1.112315013,Thousand board feet (MBF) - International 1/4-inch rule,,6.502181369
625,Other Public,Other pines,Roundwood product,Nongrowing-stock,Veneer logs,0.00253748,0.015014673,Thousand board feet (MBF) - International 1/4-inch rule,,0.087723226
626,Other Public,Other pines,Roundwood product,Nongrowing-stock,Pulpwood,0.261208545,3.458018729,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,9.336650567
627,Other Public,Other pines,Roundwood product,Nongrowing-stock,Composite panel,0.071994723,0.926573015,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,2.501747141
628,Other Public,Other pines,Roundwood product,Nongrowing-stock,Bioenergy/Fuelwood,0.277485957,3.603713725,Thousand cubic feet (M cu. ft.),,9.730027056
629,Other Public,Other pines,Roundwood product,Nongrowing-stock,Miscellaneous,0.000238771,0.000238771,Thousand cubic feet (M cu. ft.),,0.008356996
630,Other Public,Other pines,Roundwood product,Nongrowing-stock,"Poles, Posts, Pilings",0.001876008,0.001876008,Thousand cubic feet (M cu. ft.),,0.056276463
631,Other Public,Ash,Roundwood product,Sawtimber growing stock,Saw logs,8.83732511,52.47174474,Thousand board feet (MBF) - International 1/4-inch rule,,329.4176135
632,Other Public,Ash,Roundwood product,Sawtimber growing stock,Veneer logs,0.019618484,0.120358797,Thousand board feet (MBF) - International 1/4-inch rule,,0.75561253
633,Other Public,Ash,Roundwood product,Sawtimber growing stock,Pulpwood,15.99871309,225.868523,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,632.4318645
634,Other Public,Ash,Roundwood product,Sawtimber growing stock,Bioenergy/Fuelwood,6.580593402,87.16017751,Thousand cubic feet (M cu. ft.),,244.048497
635,Other Public,Ash,Roundwood product,Sawtimber growing stock,Miscellaneous,0.018324479,0.018324479,Thousand cubic feet (M cu. ft.),,0.687167948
636,Other Public,Ash,Roundwood product,Poletimber growing stock,Saw logs,0.285575329,1.695607616,Thousand board feet (MBF) - International 1/4-inch rule,,10.64502461
637,Other Public,Ash,Roundwood product,Poletimber growing stock,Veneer logs,0.142673262,0.875296088,Thousand board feet (MBF) - International 1/4-inch rule,,5.495108838
638,Other Public,Ash,Roundwood product,Poletimber growing stock,Pulpwood,17.45636621,246.4475505,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,690.0531415
639,Other Public,Ash,Roundwood product,Poletimber growing stock,Bioenergy/Fuelwood,0.64765902,8.578265168,Thousand cubic feet (M cu. ft.),,24.01914247
640,Other Public,Ash,Roundwood product,Poletimber growing stock,Miscellaneous,0.002761907,0.002761907,Thousand cubic feet (M cu. ft.),,0.103571511
641,Other Public,Ash,Roundwood product,Nongrowing-stock,Saw logs,0.108561723,0.644586791,Thousand board feet (MBF) - International 1/4-inch rule,,4.046715874
642,Other Public,Ash,Roundwood product,Nongrowing-stock,Veneer logs,7.66E-05,0.000469864,Thousand board feet (MBF) - International 1/4-inch rule,,0.002949807
643,Other Public,Ash,Roundwood product,Nongrowing-stock,Pulpwood,2.016257903,28.46536419,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,79.70301972
644,Other Public,Ash,Roundwood product,Nongrowing-stock,Bioenergy/Fuelwood,0.722666206,9.571737822,Thousand cubic feet (M cu. ft.),,26.8008659
645,Other Public,Ash,Roundwood product,Nongrowing-stock,Miscellaneous,0.000453867,0.000453867,Thousand cubic feet (M cu. ft.),,0.017019996
646,Other Public,Beech,Roundwood product,Sawtimber growing stock,Saw logs,0.017577018,0.104006022,Thousand board feet (MBF) - International 1/4-inch rule,,0.652949805
647,Other Public,Beech,Roundwood product,Sawtimber growing stock,Veneer logs,1.82E-05,0.000111905,Thousand board feet (MBF) - International 1/4-inch rule,,0.000702538
648,Other Public,Beech,Roundwood product,Sawtimber growing stock,Pulpwood,0.031143549,0.44112049,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,1.235137371
649,Other Public,Beech,Roundwood product,Sawtimber growing stock,Bioenergy/Fuelwood,0.012691644,0.168101243,Thousand cubic feet (M cu. ft.),,0.470683479
650,Other Public,Beech,Roundwood product,Sawtimber growing stock,Miscellaneous,2.41E-05,2.41E-05,Thousand cubic feet (M cu. ft.),,0.000905614
651,Other Public,Beech,Roundwood product,Poletimber growing stock,Saw logs,0.000567996,0.003360921,Thousand board feet (MBF) - International 1/4-inch rule,,0.021099864
652,Other Public,Beech,Roundwood product,Poletimber growing stock,Veneer logs,0.000132652,0.000813815,Thousand board feet (MBF) - International 1/4-inch rule,,0.005109131
653,Other Public,Beech,Roundwood product,Poletimber growing stock,Pulpwood,0.033981058,0.481311263,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,1.347671537
654,Other Public,Beech,Roundwood product,Poletimber growing stock,Bioenergy/Fuelwood,0.001249106,0.016544448,Thousand cubic feet (M cu. ft.),,0.046324455
655,Other Public,Beech,Roundwood product,Poletimber growing stock,Miscellaneous,3.64E-06,3.64E-06,Thousand cubic feet (M cu. ft.),,0.000136496
656,Other Public,Beech,Roundwood product,Nongrowing-stock,Saw logs,0.000215924,0.001277657,Thousand board feet (MBF) - International 1/4-inch rule,,0.008021133
657,Other Public,Beech,Roundwood product,Nongrowing-stock,Veneer logs,7.12E-08,4.37E-07,Thousand board feet (MBF) - International 1/4-inch rule,,2.74E-06
658,Other Public,Beech,Roundwood product,Nongrowing-stock,Pulpwood,0.003924905,0.055592764,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,0.155659738
659,Other Public,Beech,Roundwood product,Nongrowing-stock,Bioenergy/Fuelwood,0.001393768,0.018460506,Thousand cubic feet (M cu. ft.),,0.051689418
660,Other Public,Beech,Roundwood product,Nongrowing-stock,Miscellaneous,5.98E-07,5.98E-07,Thousand cubic feet (M cu. ft.),,2.24E-05
661,Other Public,Yellow birch,Logging residues,Sawtimber growing stock,Not Used,4.988746516,4.988746516,Thousand cubic feet (M cu. ft.),32.08965617,187.0779944
662,Other Public,Yellow birch,Logging residues,Poletimber growing stock,Not Used,6.932201027,6.932201027,Thousand cubic feet (M cu. ft.),32.08965617,259.9575385
663,Other Public,Yellow birch,Logging residues,Nongrowing-stock,Not Used,20.16870863,20.16870863,Thousand cubic feet (M cu. ft.),32.08965617,756.3265737
664,Other Public,Other birch,Roundwood product,Sawtimber growing stock,Saw logs,1.682737531,10.09898304,Thousand board feet (MBF) - International 1/4-inch rule,,63.40141554
665,Other Public,Other birch,Roundwood product,Sawtimber growing stock,Veneer logs,0.009991187,0.061295625,Thousand board feet (MBF) - International 1/4-inch rule,,0.384813932
666,Other Public,Other birch,Roundwood product,Sawtimber growing stock,Pulpwood,3.250199554,45.45302879,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,127.2684806
667,Other Public,Other birch,Roundwood product,Sawtimber growing stock,Bioenergy/Fuelwood,1.372493774,18.17872548,Thousand cubic feet (M cu. ft.),,50.90043134
668,Other Public,Other birch,Roundwood product,Sawtimber growing stock,Miscellaneous,0.007191069,0.007191069,Thousand cubic feet (M cu. ft.),,0.269665088
669,Other Public,Other birch,Roundwood product,Poletimber growing stock,Saw logs,0.054377124,0.326345401,Thousand board feet (MBF) - International 1/4-inch rule,,2.048796425
670,Other Public,Other birch,Roundwood product,Poletimber growing stock,Veneer logs,0.072659805,0.445765675,Thousand board feet (MBF) - International 1/4-inch rule,,2.798516907
671,Other Public,Other birch,Roundwood product,Poletimber growing stock,Pulpwood,3.546327342,49.5942837,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,138.8639943
672,Other Public,Other birch,Roundwood product,Poletimber growing stock,Bioenergy/Fuelwood,0.135080215,1.789141923,Thousand cubic feet (M cu. ft.),,5.009597384
673,Other Public,Other birch,Roundwood product,Poletimber growing stock,Miscellaneous,0.001083854,0.001083854,Thousand cubic feet (M cu. ft.),,0.040644533
674,Other Public,Other birch,Roundwood product,Nongrowing-stock,Saw logs,0.020671514,0.124060504,Thousand board feet (MBF) - International 1/4-inch rule,,0.778851841
675,Other Public,Other birch,Roundwood product,Nongrowing-stock,Veneer logs,3.90E-05,0.00023929,Thousand board feet (MBF) - International 1/4-inch rule,,0.00150226
676,Other Public,Other birch,Roundwood product,Nongrowing-stock,Pulpwood,0.409610479,5.728275018,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,16.03917005
677,Other Public,Other birch,Roundwood product,Nongrowing-stock,Bioenergy/Fuelwood,0.150724229,1.996347405,Thousand cubic feet (M cu. ft.),,5.589772735
678,Other Public,Other birch,Roundwood product,Nongrowing-stock,Miscellaneous,0.000178111,0.000178111,Thousand cubic feet (M cu. ft.),,0.006679151
679,Other Public,Black cherry,Roundwood product,Sawtimber growing stock,Saw logs,1.612366881,9.65291772,Thousand board feet (MBF) - International 1/4-inch rule,,60.60101744
680,Other Public,Black cherry,Roundwood product,Sawtimber growing stock,Veneer logs,0.008194847,0.050275138,Thousand board feet (MBF) - International 1/4-inch rule,,0.315627315
681,Other Public,Black cherry,Roundwood product,Sawtimber growing stock,Pulpwood,3.069358737,43.01346497,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,120.4377019
682,Other Public,Black cherry,Roundwood product,Sawtimber growing stock,Bioenergy/Fuelwood,1.28877097,17.06981418,Thousand cubic feet (M cu. ft.),,47.79547969
